business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,target
CA02,0140106408,WAL-M foundation,2019-02-11,2019.0,2960523962.0,2019-01-24,20190124,20190124,2019-02-03,CAD,RV,1.0,,84670.38,20190124.0,CA10,2960523962.0,0,1
U001,0200769623,WAL-MAR corporation,2019-02-04,2019.0,1928671870.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,4910.12,20190124.0,NAH4,1928671870.0,0,0
CA02,0140106408,WAL-M in,2019-02-11,2019.0,2960524400.0,2019-01-23,20190123,20190123,2019-02-03,CAD,RV,1.0,,53818.67,20190124.0,CA10,2960524400.0,0,1
U001,0200794332,COST foundation,2019-02-08,2019.0,1928680536.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,3486.17,20190124.0,NAAX,1928680536.0,0,0
U001,0200705742,DOT systems,2019-02-08,2019.0,1928666184.0,2019-01-24,20190123,20190124,2019-02-13,USD,RV,1.0,,84176.54,20190124.0,NAD1,1928666184.0,0,0
U001,0200769623,WAL-MAR associates,2019-02-05,2019.0,1928669417.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,15665.62,20190124.0,NAH4,1928669417.0,0,0
U001,0200744019,TARG ,2019-02-12,2019.0,1928668732.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,45468.11,20190124.0,NAA8,1928668732.0,0,1
U001,0200773364,U R M  corp,2019-02-08,2019.0,1928660756.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,23370.86,20190124.0,NAA8,1928660756.0,0,0
U001,0100031704,DELHAIZE foundation,2019-02-11,2019.0,1928675152.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,45904.46,20190124.0,NAA8,1928675152.0,0,1
U001,0200726979,BJ'S  us,2019-02-08,2019.0,1928677781.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,889.88,20190124.0,NAA8,1928677781.0,0,0
U001,0200769623,WAL-MAR ,2019-02-06,2019.0,1928668673.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,35010.47,20190124.0,NAH4,1928668673.0,0,0
U001,200770567,LABAT in,2019-02-04,2019.0,1928671592.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,24797.42,20190124.0,NAA8,1928671592.0,0,0
U001,0100046892,FRICK' us,2019-02-28,2019.0,1928634374.0,2019-01-24,20190116,20190124,2019-02-08,USD,RV,1.0,,812.68,20190124.0,NAA8,1928634374.0,0,1
CA02,0140104423,METRO  co,2019-02-01,2019.0,2960522058.0,2019-01-23,20190123,20190123,2019-02-03,CAD,RV,1.0,,57816.27,20190124.0,CA10,2960522058.0,0,0
U001,0200794332,COST corp,2019-02-08,2019.0,1928670530.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,6988.91,20190124.0,NAAX,1928670530.0,0,0
U001,0100030014,BASIX  co,2019-02-07,2019.0,1928678378.0,2019-01-24,20190124,20190124,2019-02-13,USD,RV,1.0,,69795.0,20190124.0,NAD1,1928678378.0,0,0
U001,0200769623,WAL-MAR foundation,2019-02-05,2019.0,1928677632.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,13260.73,20190124.0,NAH4,1928677632.0,0,0
U001,CCCA02,KRAFT  ,2019-03-01,2019.0,1928669796.0,2019-01-24,20190123,20190124,2019-02-28,USD,RV,1.0,,8328.0,20190124.0,NAG2,1928669796.0,0,1
U001,0200769623,WAL-MAR corp,2019-02-04,2019.0,1928668574.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,34807.92,20190124.0,NAH4,1928668574.0,0,0
U001,0200799367,MCL in,2019-02-08,2019.0,1928668561.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,83364.82,20190124.0,NAA8,1928668561.0,0,0
U001,0200732755,KROGER corporation,2019-02-08,2019.0,1928661239.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,9264.13,20190124.0,NAA8,1928661239.0,0,0
U001,0200769623,WAL-MAR trust,2019-02-05,2019.0,1928660197.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,15573.97,20190124.0,NAH4,1928660197.0,0,0
U001,0200799367,MCL co,2019-02-08,2019.0,1928655075.0,2019-01-24,20190121,20190124,2019-02-08,USD,RV,1.0,,6422.96,20190124.0,NAA8,1928655075.0,0,0
U001,200706844,WINC in,2019-02-08,2019.0,1928666181.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,82950.15,20190124.0,NAA8,1928666181.0,0,0
U001,0200769623,WAL-MAR ,2019-02-05,2019.0,1928676900.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,533.34,20190124.0,NAH4,1928676900.0,0,0
U001,0200792293,UNIFIE us,2019-02-08,2019.0,1928677648.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,54840.85,20190124.0,NAA8,1928677648.0,0,0
U013,CC6600,KRAFT  llc,2019-02-14,2019.0,1991820930.0,2019-01-24,20190124,20190124,2019-03-10,USD,RV,1.0,,14424.17,20190124.0,NAVF,1991820930.0,0,0
U001,0200794332,COST in,2019-02-11,2019.0,1928663105.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,4804.67,20190124.0,NAAX,1928663105.0,0,1
U001,0200769623,WAL-MAR llc,2019-02-19,2019.0,1928676808.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,1896.95,20190124.0,NAH4,1928676808.0,0,1
CA02,0140104285,BUY- corporation,2019-02-04,2019.0,2960522825.0,2019-01-16,20190116,20190116,2019-02-03,CAD,RV,1.0,,97808.57,20190124.0,CA10,2960522825.0,0,1
U001,0200762301,C&S WH corporation,2019-02-07,2019.0,1928663650.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,20930.88,20190124.0,NAC6,1928663650.0,0,0
U001,0200714710,SYSCO  us,2019-02-14,2019.0,1928674466.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,70.64,20190124.0,NAA8,1928674466.0,0,1
U001,0100030014,BASIX  co,2019-02-07,2019.0,1928678378.0,2019-01-24,20190124,20190124,2019-02-13,USD,RV,1.0,,69795.0,20190124.0,NAD1,1928678378.0,0,0
U001,CCCA02,KRAFT  ,2019-03-29,2019.0,1928671662.0,2019-01-24,20190123,20190124,2019-02-28,USD,RV,1.0,,12727.78,20190124.0,NAG2,1928671662.0,0,1
U001,CCU013,KRAFT F corp,2019-03-01,2019.0,1928679040.0,2019-01-24,20190124,20190124,2019-01-24,USD,RV,1.0,,3689.0,20190124.0,NAX2,1928679040.0,0,1
U001,0200769623,WAL-MAR associates,2019-02-04,2019.0,1928659251.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,19073.13,20190124.0,NAH4,1928659251.0,0,0
U001,0200794332,COST systems,2019-02-08,2019.0,1928672000.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,24912.53,20190124.0,NAAX,1928672000.0,0,0
U001,0200900909,SYSCO ,2019-02-11,2019.0,1928680214.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,753.87,20190124.0,NAA8,1928680214.0,0,1
U001,0200769623,WAL-MAR trust,2019-02-05,2019.0,1928676727.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,1260.47,20190124.0,NAH4,1928676727.0,0,0
U001,0200769623,WAL-MAR in,2019-02-11,2019.0,1928669800.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,6201.44,20190124.0,NAH4,1928669800.0,0,1
U001,0200705742,DOT in,2019-02-13,2019.0,1928678920.0,2019-01-24,20190124,20190124,2019-02-21,USD,RV,1.0,,48935.7,20190124.0,NA9X,1928678920.0,0,0
U001,0200769623,WAL-MAR co,2019-02-04,2019.0,1928662322.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,35388.78,20190124.0,NAH4,1928662322.0,0,0
U001,0200750051,ALBER foundation,2019-02-08,2019.0,1928679230.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,41040.63,20190124.0,NAA8,1928679230.0,0,0
U001,0200799538,UNITE corporation,2019-02-08,2019.0,1928669582.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,56246.44,20190124.0,NAA8,1928669582.0,0,0
U013,CC6050,HEIN co,2019-04-22,2019.0,1991819998.0,2019-01-24,20190124,20190124,2019-03-10,USD,RV,1.0,,15810.45,20190124.0,NAVF,1991819998.0,0,1
U001,CCCA02,KRAFT  foundation,2019-03-29,2019.0,1928658330.0,2019-01-24,20190122,20190124,2019-02-28,USD,RV,1.0,,12727.78,20190124.0,NAG2,1928658330.0,0,1
U001,0200769623,WAL-MAR llc,2019-02-11,2019.0,1928668536.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,1389.74,20190124.0,NAH4,1928668536.0,0,1
U001,0200769623,WAL-MAR ,2019-02-05,2019.0,1928681914.0,2019-01-24,20190125,20190124,2019-02-08,USD,RV,1.0,,1414.68,20190124.0,NAH4,1928681914.0,0,0
U001,0200782669,SYGMA corporation,2019-02-11,2019.0,1928671898.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,20424.59,20190124.0,NAA8,1928671898.0,0,1
U001,0200936373,SUPE corp,2019-02-11,2019.0,1928696098.0,2019-01-24,20190128,20190124,2019-02-08,USD,RV,1.0,,1814.41,20190124.0,NAA8,1928696098.0,0,1
U001,0200705742,DOT corporation,2019-02-13,2019.0,1928679137.0,2019-01-24,20190124,20190124,2019-02-21,USD,RV,1.0,,34756.25,20190124.0,NA9X,1928679137.0,0,0
U001,0200101621,TRA systems,2019-02-15,2019.0,1928678912.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,32586.85,20190124.0,NAA8,1928678912.0,0,1
U001,0100021540,MASTER associates,2019-05-22,2019.0,1928679038.0,2019-01-24,20190124,20190124,2019-05-24,USD,RV,1.0,,3520.0,20190124.0,NAVL,1928679038.0,0,0
U001,0200769623,WAL-MAR co,2019-02-04,2019.0,1928662322.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,35388.78,20190124.0,NAH4,1928662322.0,0,0
U001,0200781803,JRD foundation,2019-02-13,2019.0,1928680323.0,2019-01-24,20190124,20190124,2019-02-13,USD,RV,1.0,,29649.02,20190124.0,NAD1,1928680323.0,0,0
U001,0200769623,WAL-MAR llc,2019-02-11,2019.0,1928671731.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,6870.9,20190124.0,NAH4,1928671731.0,0,1
U001,CCU002,KRFT FDS systems,2019-03-01,2019.0,1928662518.0,2019-01-24,20190122,20190124,2019-02-28,USD,RV,1.0,,20463.72,20190124.0,NAG2,1928662518.0,0,1
U001,0200769623,WAL-MAR corp,2019-02-04,2019.0,1928671864.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,972.76,20190124.0,NAH4,1928671864.0,0,0
CA02,0140104429,COSTCO in,2019-02-08,2019.0,2960524108.0,2019-01-23,20190123,20190123,2019-02-03,CAD,RV,1.0,,2079.19,20190124.0,CA10,2960524108.0,0,1
U001,0200769623,WAL-MAR llc,2019-02-04,2019.0,1928676809.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,48042.26,20190124.0,NAH4,1928676809.0,0,0
CA02,0100031970,CAPITAL in,2019-02-11,2019.0,2960522851.0,2019-01-17,20190117,20190117,2019-02-03,CAD,RV,1.0,,11186.5,20190124.0,CA10,2960522851.0,0,1
U001,0200781803,JRD corporation,2019-02-13,2019.0,1928680325.0,2019-01-24,20190124,20190124,2019-02-13,USD,RV,1.0,,176.56,20190124.0,NAD1,1928680325.0,0,0
U001,0200792734,MDV/ corporation,2019-02-08,2019.0,1928662995.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,75746.36,20190124.0,NAA8,1928662995.0,0,0
U001,0200718130,SYSCO F co,2019-02-08,2019.0,1928668476.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,67505.61,20190124.0,NAA8,1928668476.0,0,0
U001,0200781803,JRD in,2019-02-13,2019.0,1928680324.0,2019-01-24,20190124,20190124,2019-02-13,USD,RV,1.0,,11148.0,20190124.0,NAD1,1928680324.0,0,0
U001,0200900909,SYSCO corporation,2019-02-08,2019.0,1928648460.0,2019-01-24,20190119,20190124,2019-02-08,USD,RV,1.0,,2994.95,20190124.0,NAA8,1928648460.0,0,0
U001,0200769623,WAL-MAR corp,2019-02-05,2019.0,1928679142.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,36923.69,20190124.0,NAH4,1928679142.0,0,0
U001,0200769623,WAL-MAR us,2019-02-12,2019.0,1928670846.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,5692.58,20190124.0,NAH4,1928670846.0,0,1
U001,0200794332,COST llc,2019-02-11,2019.0,1928676534.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,4846.31,20190124.0,NAAX,1928676534.0,0,1
U001,0200769623,WAL-MAR ,2019-05-09,2019.0,1928671875.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,1833.51,20190124.0,NAH4,1928671875.0,0,1
U001,0200769623,WAL-MAR corp,2019-02-05,2019.0,1928661439.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,529.4,20190124.0,NAH4,1928661439.0,0,0
U001,0200799367,MCL corporation,2019-02-08,2019.0,1928638422.0,2019-01-24,20190117,20190124,2019-02-08,USD,RV,1.0,,11804.25,20190124.0,NAA8,1928638422.0,0,0
U001,0200571849,US  corp,2019-02-15,2019.0,1928677560.0,2019-01-24,20190124,20190124,2019-02-13,USD,RV,1.0,,20993.37,20190124.0,NAD1,1928677560.0,0,1
U001,0200729942,SA ,2019-02-14,2019.0,1928677061.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,8109.32,20190124.0,NAA8,1928677061.0,0,1
U001,0200712102,SUGAR  foundation,2019-04-05,2019.0,1928660163.0,2019-01-24,20190122,20190124,2019-03-25,USD,RV,1.0,,70680.39,20190124.0,NAVQ,1928660163.0,0,1
U001,0200793568,SUPE ,2019-02-11,2019.0,1928679204.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,97394.3,20190124.0,NAA8,1928679204.0,0,1
U001,0200762301,C&S WH us,2019-02-08,2019.0,1928670955.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,98499.53,20190124.0,NAC6,1928670955.0,0,0
U001,0200769623,WAL-MAR foundation,2019-02-04,2019.0,1928670876.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,10307.68,20190124.0,NAH4,1928670876.0,0,0
U001,0200418007,AM corp,2019-02-13,2019.0,1928654899.0,2019-01-24,20190121,20190124,2019-02-08,USD,RV,1.0,,3172.87,20190124.0,NAA8,1928654899.0,0,1
U001,0200793568,SUPE ,2019-02-11,2019.0,1928674384.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,66946.99,20190124.0,NAA8,1928674384.0,0,1
U001,0200714710,SYSCO  ,2019-02-08,2019.0,1928661806.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,31250.49,20190124.0,NAA8,1928661806.0,0,0
U001,0200418007,AM systems,2019-02-26,2019.0,1928661972.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,7790.06,20190124.0,NAA8,1928661972.0,0,1
U001,0200705742,DOT ,2019-02-13,2019.0,1928680220.0,2019-01-24,20190124,20190124,2019-02-13,USD,RV,1.0,,113.47,20190124.0,NAD1,1928680220.0,0,0
U001,0200794332,COST corp,2019-02-08,2019.0,1928669024.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,16237.11,20190124.0,NAAX,1928669024.0,0,0
U001,0200936373,SUPE corporation,2019-02-11,2019.0,1928696097.0,2019-01-24,20190128,20190124,2019-02-08,USD,RV,1.0,,63275.37,20190124.0,NAA8,1928696097.0,0,1
U001,0200418007,AM in,2019-02-08,2019.0,1928677515.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,110019.73,20190124.0,NAA8,1928677515.0,0,0
U001,0200705742,DOT in,2019-02-08,2019.0,1928668521.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,1938.4,20190124.0,NAA8,1928668521.0,0,0
U001,0200726979,BJ'S  llc,2019-02-08,2019.0,1928677986.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,1931.62,20190124.0,NAA8,1928677986.0,0,0
U001,0200794332,COST us,2019-02-08,2019.0,1928661451.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,12917.75,20190124.0,NAAX,1928661451.0,0,0
U001,0200752302,KROGER systems,2019-02-08,2019.0,1928680701.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,109386.94,20190124.0,NAA8,1928680701.0,0,0
U001,200756072,REINHA foundation,2019-02-21,2019.0,1928651255.0,2019-01-24,20190120,20190124,2019-02-13,USD,RV,1.0,,12322.77,20190124.0,NAD1,1928651255.0,0,1
CA02,0140106181,THE  llc,2019-05-01,2019.0,2960524225.0,2019-01-23,20190123,20190123,2019-02-03,CAD,RV,1.0,,29138.66,20190124.0,CA10,2960524225.0,0,1
U013,140103293,SUPERV systems,2019-03-14,2019.0,1991820180.0,2019-01-24,20190120,20190124,2019-02-23,USD,RV,1.0,,10246.14,20190124.0,NAVE,1991820180.0,0,1
U001,0200705742,DOT associates,2019-02-08,2019.0,1928676918.0,2019-01-24,20190124,20190124,2019-02-27,USD,RV,1.0,,2169.75,20190124.0,NAAW,1928676918.0,0,0
U001,0200761734,H E BUT systems,2019-02-07,2019.0,1928674450.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,65233.41,20190124.0,NAA8,1928674450.0,0,0
U001,0200257211,SUI foundation,2019-02-08,2019.0,1928678814.0,2019-01-24,20190124,20190124,2019-02-13,USD,RV,1.0,,2987.09,20190124.0,NAD1,1928678814.0,0,0
U001,0200726979,BJ'S  llc,2019-02-08,2019.0,1928678479.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,1613.58,20190124.0,NAA8,1928678479.0,0,0
U001,0200773364,U R M  corp,2019-02-08,2019.0,1928660755.0,2019-01-24,20190122,20190124,2019-02-08,USD,RV,1.0,,83057.8,20190124.0,NAA8,1928660755.0,0,0
U001,0200714710,SYSCO  co,2019-02-11,2019.0,1928674478.0,2019-01-24,20190124,20190124,2019-02-08,USD,RV,1.0,,3105.77,20190124.0,NAA8,1928674478.0,0,1
U001,0200764795,SYSCO  foundation,2019-02-11,2019.0,1928656996.0,2019-01-24,20190121,20190124,2019-02-08,USD,RV,1.0,,2530.97,20190124.0,NAA8,1928656996.0,0,1
U001,200126819,MCLANE associates,2019-02-13,2019.0,1928669391.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,46358.25,20190124.0,NAA8,1928669391.0,0,1
U001,0200714710,SYSCO  ,2019-02-14,2019.0,1928671118.0,2019-01-24,20190123,20190124,2019-02-13,USD,RV,1.0,,31353.28,20190124.0,NAD1,1928671118.0,0,1
U001,0200769623,WAL-MAR ,2019-02-04,2019.0,1928670809.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,16484.85,20190124.0,NAH4,1928670809.0,0,0
U001,0200780383,MEIJ in,2019-02-08,2019.0,1928672305.0,2019-01-24,20190123,20190124,2019-02-08,USD,RV,1.0,,4076.82,20190124.0,NAA8,1928672305.0,0,0
U001,CCU013,KRAFT F trust,2019-03-01,2019.0,1928679857.0,2019-01-25,20190125,20190125,2019-01-25,USD,RV,1.0,,13632.0,20190125.0,NAX2,1928679857.0,0,1
U001,0200705742,DOT foundation,2019-02-11,2019.0,1928660479.0,2019-01-25,20190122,20190125,2019-02-14,USD,RV,1.0,,155074.68,20190125.0,NAD1,1928660479.0,0,0
CA02,0140106408,WAL-M co,2019-02-11,2019.0,2960524220.0,2019-01-23,20190123,20190123,2019-02-04,CAD,RV,1.0,,19312.11,20190125.0,CA10,2960524220.0,0,1
U013,0100007916,INTERN foundation,2019-01-31,2019.0,1991820444.0,2019-01-25,20190121,20190125,2019-02-24,USD,RV,1.0,,30341.32,20190125.0,NAVE,1991820444.0,0,0
U001,200744019,TARG foundation,2019-02-14,2019.0,1928680802.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,971.67,20190125.0,NAA8,1928680802.0,0,1
U001,0200769623,WAL-MAR associates,2019-02-06,2019.0,1928677408.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,39990.26,20190125.0,NAH4,1928677408.0,0,0
U001,0200606231,INTER associates,2019-02-08,2019.0,1928678176.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,45368.42,20190125.0,NAA8,1928678176.0,0,0
U001,200762950,HAR co,2019-02-08,2019.0,1928676867.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,88609.01,20190125.0,NAA8,1928676867.0,0,0
U001,0200726979,BJ'S  in,2019-02-11,2019.0,1928674597.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,411.98,20190125.0,NAA8,1928674597.0,0,1
U001,0100031704,DELHAIZE us,2019-02-11,2019.0,1928679871.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,94914.68,20190125.0,NAA8,1928679871.0,0,1
U001,0200769369,DI systems,2019-02-11,2019.0,1928678690.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,11523.97,20190125.0,NAA8,1928678690.0,0,1
U001,0200769623,WAL-MAR in,2019-02-05,2019.0,1928671890.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,56763.9,20190125.0,NAH4,1928671890.0,0,0
U001,0200769623,WAL-MAR us,2019-02-05,2019.0,1928680182.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,26130.42,20190125.0,NAH4,1928680182.0,0,0
U001,0200700919,US  systems,2019-02-11,2019.0,1928678091.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,38079.22,20190125.0,NAA8,1928678091.0,0,1
U001,0200561861,CO trust,2019-02-08,2019.0,1928681067.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,9715.68,20190125.0,NAA8,1928681067.0,0,0
U001,0200794332,COST ,2019-02-11,2019.0,1928680783.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,15284.38,20190125.0,NAAX,1928680783.0,0,1
U001,0200726979,BJ'S  corp,2019-03-01,2019.0,1928679894.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,2499.79,20190125.0,NAA8,1928679894.0,0,1
U001,0200726979,BJ'S  llc,2019-02-11,2019.0,1928680224.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,897.01,20190125.0,NAA8,1928680224.0,0,1
U001,0200726979,BJ'S  ,2019-02-11,2019.0,1928680570.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,742.23,20190125.0,NAA8,1928680570.0,0,1
U001,0200769623,WAL-MAR corporation,2019-02-05,2019.0,1928683530.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,28679.33,20190125.0,NAH4,1928683530.0,0,0
CA02,0140104409,LOB corporation,2019-02-08,2019.0,2960523899.0,2019-01-23,20190123,20190123,2019-02-04,CAD,RV,1.0,,75469.89,20190125.0,CA10,2960523899.0,0,1
U001,0200936373,SUPE foundation,2019-02-11,2019.0,1928683821.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,101503.41,20190125.0,NAA8,1928683821.0,0,1
U001,0200936373,SUPE systems,2019-02-11,2019.0,1928684701.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,54762.9,20190125.0,NAA8,1928684701.0,0,1
U001,0200794332,COST systems,2019-02-11,2019.0,1928669407.0,2019-01-25,20190123,20190125,2019-02-09,USD,RV,1.0,,14957.51,20190125.0,NAAX,1928669407.0,0,1
U001,0200936373,SUPE in,2019-02-11,2019.0,1928676487.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,45245.28,20190125.0,NAA8,1928676487.0,0,1
U001,CCU013,KRAFT F associates,2019-03-01,2019.0,1928655052.0,2019-01-25,20190121,20190125,2019-01-25,USD,RV,1.0,,3787.91,20190125.0,NAX2,1928655052.0,0,1
CA02,0140104409,LOB us,2019-02-08,2019.0,2960522797.0,2019-01-17,20190117,20190117,2019-02-04,CAD,RV,1.0,,29264.34,20190125.0,CA10,2960522797.0,0,1
U001,200707822,PUBLI associates,2019-02-11,2019.0,1928680471.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,136664.82,20190125.0,NAA8,1928680471.0,0,1
U001,0200704045,RA corp,2019-02-11,2019.0,1928683135.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,71361.0,20190125.0,NAA8,1928683135.0,0,1
U001,0200743123,KROGER co,2019-02-11,2019.0,1928677895.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,69636.06,20190125.0,NAA8,1928677895.0,0,1
U001,0200769623,WAL-MAR trust,2019-02-12,2019.0,1928682612.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,696.4,20190125.0,NAH4,1928682612.0,0,1
U001,0200794332,COST corporation,2019-02-11,2019.0,1928682300.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,28863.78,20190125.0,NAAX,1928682300.0,0,1
U001,CCU013,KRAFT F in,2019-03-01,2019.0,1928681673.0,2019-01-25,20190125,20190125,2019-01-25,USD,RV,1.0,,10960.81,20190125.0,NAX2,1928681673.0,0,1
U001,0200705742,DOT foundation,2019-02-11,2019.0,1928660479.0,2019-01-25,20190122,20190125,2019-02-14,USD,RV,1.0,,155074.68,20190125.0,NAD1,1928660479.0,0,0
U001,0200794332,COST associates,2019-02-11,2019.0,1928679085.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,1326.7,20190125.0,NAAX,1928679085.0,0,1
U001,0200743996,STATER  in,2019-02-11,2019.0,1928674088.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,60906.76,20190125.0,NAA8,1928674088.0,0,1
U001,0200769623,WAL-MAR ,2019-02-05,2019.0,1928680797.0,2019-01-25,20190125,20190125,2019-02-09,USD,RV,1.0,,43588.06,20190125.0,NAH4,1928680797.0,0,0
CA02,0140104225,SAVE-ON- ,2019-02-12,2019.0,2960524073.0,2019-01-25,20190125,20190125,2019-02-04,CAD,RV,1.0,,100351.76,20190125.0,CA10,2960524073.0,0,1
U001,0200915438,GROC co,2019-02-11,2019.0,1928658103.0,2019-01-25,20190121,20190125,2019-02-09,USD,RV,1.0,,27319.18,20190125.0,NAA8,1928658103.0,0,1
U001,0200759878,SA associates,2019-02-11,2019.0,1928677613.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,94859.12,20190125.0,NAH4,1928677613.0,0,1
U001,0200769623,WAL-MAR associates,2019-02-05,2019.0,1928671891.0,2019-01-25,20190124,20190125,2019-02-09,USD,RV,1.0,,48556.81,20190125.0,NAH4,1928671891.0,0,0
U001,CCU013,KRAFT F foundation,2019-03-01,2019.0,1928672209.0,2019-01-25,20190123,20190125,2019-01-25,USD,RV,1.0,,13752.0,20190125.0,NAX2,1928672209.0,0,1
