business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,0100006311,QUALITY C ,2019-07-30 00:00:00,2019.0,1929626925.0,2019-07-17,20190717,20190717,20190801.0,USD,RV,1.0,,20079.58,20190717.0,NAA8,1929626925.0,0
U001,0200769623,WAL-MAR co,2020-02-04 00:00:00,2020.0,1930431304.0,2020-01-24,20200123,20200124,20200208.0,USD,RV,1.0,,11307.78,20200124.0,NAH4,1930431304.0,0
CA02,0140106408,WAL-M corp,,2020.0,2960618790.0,2020-03-06,20200306,20200306,20200316.0,CAD,RV,1.0,,92832.27,20200306.0,CA10,2960618790.0,1
U001,0200769623,WAL-MAR foundation,2019-01-30 00:00:00,2019.0,1928620435.0,2019-01-14,20190114,20190114,20190129.0,USD,RV,1.0,,36188.11,20190114.0,NAH4,1928620435.0,0
U001,0200337148,COAS llc,,2020.0,1930592246.0,2020-03-02,20200302,20200302,20200317.0,USD,RV,1.0,,11380.83,20200302.0,NAA8,1930592246.0,1
U001,0200769623,WAL-MAR foundation,2019-05-09 00:00:00,2019.0,1929194820.0,2019-04-23,20190423,20190423,20190508.0,USD,RV,1.0,,412.09,20190423.0,NAH4,1929194820.0,0
CA02,0140106408,WAL-M associates,2019-05-06 00:00:00,2019.0,2960542344.0,2019-04-16,20190416,20190416,20190426.0,CAD,RV,1.0,,48413.28,20190416.0,CA10,2960542344.0,0
U001,0200750051,ALBER systems,2019-05-03 00:00:00,2019.0,1929170780.0,2019-04-18,20190418,20190418,20190503.0,USD,RV,1.0,,6023.53,20190418.0,NAA8,1929170780.0,0
U001,0200721222,GO trust,2019-10-07 00:00:00,2019.0,1929907681.0,2019-09-22,20190921,20190922,20191007.0,USD,RV,1.0,,17307.51,20190922.0,NAA8,1929907681.0,0
U001,0200769623,WAL-MAR in,2019-09-23 00:00:00,2019.0,1929847863.0,2019-09-10,20190909,20190910,20190925.0,USD,RV,1.0,,341.14,20190910.0,NAH4,1929847863.0,0
U001,0200726979,BJ'S  systems,2019-07-01 00:00:00,2019.0,1929541405.0,2019-06-15,20190625,20190615,20190630.0,USD,RV,1.0,,365.87,20190615.0,NAA8,1929541405.0,0
U001,CCCA02,KRAFT  systems,2019-08-30 00:00:00,2019.0,1929535888.0,2019-07-05,20190701,20190705,20190809.0,USD,RV,1.0,,32751.88,20190705.0,NAG2,1929535888.0,0
U001,0200794332,COST associates,,2020.0,1930731070.0,2020-04-07,20200401,20200407,20200422.0,USD,RV,1.0,,3863.93,20200407.0,NAAX,1930731070.0,1
U001,0200700919,US  corp,2019-02-13 00:00:00,2019.0,1928656691.0,2019-01-23,20190121,20190123,20190212.0,USD,RV,1.0,,39221.31,20190123.0,NAD1,1928656691.0,0
U001,0200794332,COST llc,,2020.0,1930803605.0,2020-04-23,20200420,20200423,20200508.0,USD,RV,1.0,,74453.01,20200423.0,NAAX,1930803605.0,1
U001,0200769623,WAL-MAR corp,2019-06-27 00:00:00,2019.0,1929497308.0,2019-06-17,20190615,20190617,20190702.0,USD,RV,1.0,,46961.92,20190617.0,NAH4,1929497308.0,0
U001,0200149567,RESER llc,2019-07-19 00:00:00,2019.0,1929433546.0,2019-06-04,20190604,20190604,20190719.0,USD,RV,1.0,,51641.33,20190604.0,NABG,1929433546.0,0
U001,0200769623,WAL-MAR corp,2019-11-19 00:00:00,2019.0,1930130044.0,2019-11-08,20191108,20191108,20191123.0,USD,RV,1.0,,52187.72,20191108.0,NAH4,1930130044.0,0
U001,0200769623,WAL-MAR associates,2020-01-21 00:00:00,2020.0,1930353067.0,2020-01-04,20200104,20200104,20200119.0,USD,RV,1.0,,4953.83,20200104.0,NAH4,1930353067.0,0
U001,0200337148,COAS corporation,2020-02-06 00:00:00,2020.0,1930415312.0,2020-01-22,20200120,20200122,20200206.0,USD,RV,1.0,,54714.07,20200122.0,NAA8,1930415312.0,0
U001,0200769623,WAL-MAR corp,2020-03-04 00:00:00,2020.0,1930555074.0,2020-02-22,20200222,20200222,20200308.0,USD,RV,1.0,,3228.13,20200222.0,NAH4,1930555074.0,0
CA02,CCU001,KRAFT  trust,2019-05-31 00:00:00,2019.0,2960541801.0,2019-04-12,20190412,20190412,20190519.0,CAD,RV,1.0,,31715.46,20190414.0,NAG2,2960541801.0,0
U001,0200803720,DEC corp,,2020.0,1930698352.0,2020-03-25,20200325,20200325,20200408.0,USD,RV,1.0,,138.6,20200316.0,NAM4,1930698352.0,1
U001,0200769623,WAL-MAR trust,2019-04-26 00:00:00,2019.0,1929141059.0,2019-04-16,20190414,20190416,20190501.0,USD,RV,1.0,,34565.51,20190416.0,NAH4,1929141059.0,0
U001,0200759082,INGL in,2019-08-23 00:00:00,2019.0,1929722196.0,2019-08-08,20190808,20190808,20190823.0,USD,RV,1.0,,65353.0,20190808.0,NAA8,1929722196.0,0
U001,0200769623,WAL-MAR corporation,2020-02-27 00:00:00,2020.0,1930532562.0,2020-02-17,20200216,20200217,20200303.0,USD,RV,1.0,,49723.89,20200217.0,NAH4,1930532562.0,0
U001,0200769623,WAL-MAR us,2019-01-29 00:00:00,2019.0,1928638946.0,2019-01-18,20190117,20190118,20190202.0,USD,RV,1.0,,353.96,20190118.0,NAH4,1928638946.0,0
U001,0200230690,DECA systems,2019-05-10 00:00:00,2019.0,1929274085.0,2019-05-07,20190507,20190507,20190511.0,USD,RV,1.0,,3435.96,20190501.0,NAM2,1929274085.0,0
U001,0200794332,COST co,,2020.0,1930647189.0,2020-03-13,20200313,20200313,20200328.0,USD,RV,1.0,,32715.47,20200313.0,NAAX,1930647189.0,1
U001,0200020431,DEC us,,2020.0,1930861637.0,2020-05-06,20200506,20200506,20200524.0,USD,RV,1.0,,174.72,20200501.0,NAM4,1930861637.0,1
U001,0200769623,WAL-MAR ,2019-08-05 00:00:00,2019.0,1929656804.0,2019-07-24,20190724,20190724,20190808.0,USD,RV,1.0,,21418.85,20190724.0,NAH4,1929656804.0,0
U001,0200701314,MBM  foundation,2020-01-31 00:00:00,2020.0,1930391457.0,2020-01-15,20200113,20200115,20200130.0,USD,RV,1.0,,12606.72,20200115.0,NAA8,1930391457.0,0
U001,0200742791,QUI us,2020-03-04 00:00:00,2020.0,1930520098.0,2020-02-18,20200213,20200218,20200304.0,USD,RV,1.0,,25580.96,20200218.0,NAA8,1930520098.0,0
U001,0200743129,BROOKS systems,2019-09-10 00:00:00,2019.0,1929797274.0,2019-08-28,20190827,20190828,20190912.0,USD,RV,1.0,,20360.19,20190828.0,NAA8,1929797274.0,0
U001,0200769623,WAL-MAR associates,,2020.0,1930635649.0,2020-03-12,20200311,20200312,20200327.0,USD,RV,1.0,,767.78,20200312.0,NAH4,1930635649.0,1
U001,0200780825,SYSCO FO trust,2019-07-30 00:00:00,2019.0,1929620499.0,2019-07-16,20190715,20190716,20190731.0,USD,RV,1.0,,322.48,20190716.0,NAA8,1929620499.0,0
U001,0200762301,C&S WH llc,2020-02-05 00:00:00,2020.0,1930413750.0,2020-01-21,20200120,20200121,20200205.0,USD,RV,1.0,,91102.25,20200121.0,NAC6,1930413750.0,0
U001,0200769369,DI llc,2019-04-01 00:00:00,2019.0,1928964395.0,2019-03-15,20190315,20190315,20190330.0,USD,RV,1.0,,73077.72,20190315.0,NAA8,1928964395.0,0
CA02,0100030194,AMAZO ,2019-07-15 00:00:00,2019.0,2960558116.0,2019-06-30,20190630,20190630,20190711.0,CAD,RV,1.0,,2827.8,20190701.0,CA10,2960558116.0,0
U001,200714710,SYSCO  us,2019-06-24 00:00:00,2019.0,1929462621.0,2019-06-10,20190609,20190610,20190625.0,USD,RV,1.0,,3285.62,20190610.0,NAA8,1929462621.0,0
CA02,0140106181,THE  corp,2019-09-18 00:00:00,2019.0,2960562705.0,2019-07-08,20190708,20190708,20190719.0,CAD,RV,1.0,,6912.0,20190709.0,CA10,2960562705.0,0
U001,0100028450,DASA I ,2019-05-23 00:00:00,2019.0,1929251852.0,2019-05-06,20190506,20190506,20190516.0,USD,RV,1.0,,24351.25,20190506.0,NA10,1929251852.0,0
U001,200561861,CO in,2019-06-21 00:00:00,2019.0,1929446470.0,2019-06-06,20190606,20190606,20190621.0,USD,RV,1.0,,22491.08,20190606.0,NAA8,1929446470.0,0
U001,0200622385,US  co,2019-05-10 00:00:00,2019.0,1929213250.0,2019-04-26,20190426,20190426,20190511.0,USD,RV,1.0,,981.31,20190426.0,NAA8,1929213250.0,0
U001,0200769623,WAL-MAR foundation,2020-01-24 00:00:00,2020.0,1930395090.0,2020-01-14,20200113,20200114,20200129.0,USD,RV,1.0,,71008.69,20200114.0,NAH4,1930395090.0,0
U001,0200744019,TARG in,2019-02-26 00:00:00,2019.0,1928711753.0,2019-02-01,20190130,20190201,20190216.0,USD,RV,1.0,,8445.33,20190201.0,NAA8,1928711753.0,0
U001,0200752302,KROGER foundation,2019-09-03 00:00:00,2019.0,1929760273.0,2019-08-19,20190819,20190819,20190903.0,USD,RV,1.0,,79935.8,20190819.0,NAA8,1929760273.0,0
CA02,140105785,SHOPPE foundation,,2020.0,2960624627.0,2020-03-27,20200327,20200327,20200410.0,CAD,RV,1.0,,2829.6,20200331.0,CA10,2960624627.0,1
U001,0200769623,WAL-MAR in,2019-02-11 00:00:00,2019.0,1928657817.0,2019-01-24,20190121,20190124,20190208.0,USD,RV,1.0,,13636.19,20190124.0,NAH4,1928657817.0,0
U001,0200769623,WAL-MAR llc,2019-04-08 00:00:00,2019.0,1929027308.0,2019-03-27,20190325,20190327,20190411.0,USD,RV,1.0,,71047.42,20190327.0,NAH4,1929027308.0,0
U001,200769623,WAL-MAR corporation,2019-06-25 00:00:00,2019.0,1929485994.0,2019-06-13,20190613,20190613,20190628.0,USD,RV,1.0,,3748.84,20190613.0,NAH4,1929485994.0,0
U001,0200772670,ASSOCIAT co,2019-03-06 00:00:00,2019.0,1928831527.0,2019-02-20,20190221,20190220,20190307.0,USD,RV,1.0,,74898.29,20190220.0,NAU5,1928831527.0,0
U001,0200769623,WAL-MAR foundation,2019-11-20 00:00:00,2019.0,1930133339.0,2019-11-10,20191109,20191110,20191125.0,USD,RV,1.0,,6300.98,20191110.0,NAH4,1930133339.0,0
U001,0200769623,WAL-MAR ,,2020.0,1930577078.0,2020-02-28,20200227,20200228,20200314.0,USD,RV,1.0,,14514.68,20200228.0,NAH4,1930577078.0,1
U001,0200769623,WAL-MAR foundation,,2020.0,1930774741.0,2020-04-10,20200410,20200410,20200425.0,USD,RV,1.0,,55400.31,20200410.0,NAH4,1930774741.0,1
U001,200705742,DOT co,2019-05-17 00:00:00,2019.0,1929249507.0,2019-05-02,20190502,20190502,20190517.0,USD,RV,1.0,,26520.18,20190502.0,NAA8,1929249507.0,0
U001,0200772670,ASSOCIAT corporation,,2020.0,1930765053.0,2020-04-09,20200408,20200409,20200424.0,USD,RV,1.0,,174766.36,20200409.0,NAU5,1930765053.0,1
U001,0200762301,C&S WH ,2019-04-01 00:00:00,2019.0,1928964364.0,2019-03-15,20190314,20190315,20190330.0,USD,RV,1.0,,75138.42,20190315.0,NAC6,1928964364.0,0
U001,0200761734,H E BUT in,2019-08-07 00:00:00,2019.0,1929656725.0,2019-07-24,20190724,20190724,20190808.0,USD,RV,1.0,,78043.58,20190724.0,NAA8,1929656725.0,0
CA02,0140104409,LOB us,2019-06-21 00:00:00,2019.0,2960552326.0,2019-06-02,20190603,20190602,20190619.0,CAD,RV,1.0,,51234.16,20190609.0,CA10,2960552326.0,0
U001,0200900909,SYSCO systems,,2020.0,1930645969.0,2020-03-13,20200312,20200313,20200414.0,USD,RV,1.0,,31512.75,20200313.0,NA32,1930645969.0,1
U001,0200769623,WAL-MAR systems,,2020.0,1930718081.0,2020-03-30,20200329,20200330,20200414.0,USD,RV,1.0,,19701.55,20200330.0,NAH4,1930718081.0,1
U001,0200455322,PEA us,2019-11-07 00:00:00,2019.0,1929867941.0,2019-09-12,20190912,20190912,20191012.0,USD,RV,1.0,,42362.3,20190912.0,NAD5,1929867941.0,0
U001,0200290370,BARGAIN  corporation,2019-09-27 00:00:00,2019.0,1929854327.0,2019-09-10,20190909,20190910,20190925.0,USD,RV,1.0,,6347.86,20190910.0,NAA8,1929854327.0,0
U001,0200769623,WAL-MAR systems,2019-07-10 00:00:00,2019.0,1929559339.0,2019-06-30,20190629,20190630,20190715.0,USD,RV,1.0,,48129.8,20190630.0,NAH4,1929559339.0,0
U001,0200726979,BJ'S  trust,,2020.0,1930788667.0,2020-04-16,20200415,20200416,20200501.0,USD,RV,1.0,,132.72,20200416.0,NAA8,1930788667.0,1
U001,0200769623,WAL-MAR corp,2019-10-10 00:00:00,2019.0,1929940577.0,2019-09-29,20190929,20190929,20191014.0,USD,RV,1.0,,5957.04,20190929.0,NAH4,1929940577.0,0
U001,0200769623,WAL-MAR llc,2019-09-03 00:00:00,2019.0,1929767246.0,2019-08-21,20190820,20190821,20190905.0,USD,RV,1.0,,423.47,20190821.0,NAH4,1929767246.0,0
U001,0100028210,WEST  trust,2019-03-23 00:00:00,2019.0,1928896405.0,2019-03-04,20190304,20190304,20190319.0,USD,RV,1.0,,32415.05,20190304.0,NAA8,1928896405.0,0
U001,0200769623,WAL-MAR llc,2019-09-03 00:00:00,2019.0,1929773090.0,2019-08-22,20190822,20190822,20190906.0,USD,RV,1.0,,1328.25,20190822.0,NAH4,1929773090.0,0
U001,0200743129,BROOKS in,2019-08-14 00:00:00,2019.0,1929670921.0,2019-07-28,20190728,20190728,20190812.0,USD,RV,1.0,,116300.54,20190728.0,NAA8,1929670921.0,0
U001,0200769623,WAL-MAR llc,,2020.0,1930709919.0,2020-03-29,20200328,20200329,20200413.0,USD,RV,1.0,,1121.15,20200329.0,NAH4,1930709919.0,1
U001,0200769623,WAL-MAR llc,,2020.0,1930752568.0,2020-04-06,20200406,20200406,20200421.0,USD,RV,1.0,,11394.84,20200406.0,NAH4,1930752568.0,1
U001,0200783609,PROFIC corporation,2020-01-29 00:00:00,2020.0,1930395778.0,2020-01-14,20200114,20200114,20200129.0,USD,RV,1.0,,20306.46,20200114.0,NAA8,1930395778.0,0
U001,0100033266,INTERN trust,2019-12-24 00:00:00,2019.0,1930174350.0,2019-11-25,20191120,20191125,20191210.0,USD,RV,1.0,,17243.1,20191125.0,NAA8,1930174350.0,0
U001,0200744019,TARG associates,2020-02-26 00:00:00,2020.0,1930512246.0,2020-02-11,20200211,20200211,20200226.0,USD,RV,1.0,,22993.63,20200211.0,NAA8,1930512246.0,0
U001,0200705089,JETR foundation,2019-08-07 00:00:00,2019.0,1929651119.0,2019-07-23,20190723,20190723,20190807.0,USD,RV,1.0,,18939.75,20190723.0,NAA8,1929651119.0,0
U001,0100032262,INTERSTA co,2019-06-29 00:00:00,2019.0,1929487380.0,2019-06-18,20190613,20190618,20190628.0,USD,RV,1.0,,13872.48,20190618.0,NA10,1929487380.0,0
U001,0200762301,C&S WH systems,2020-02-19 00:00:00,2020.0,1930461787.0,2020-02-01,20200131,20200201,20200216.0,USD,RV,1.0,,937.68,20200201.0,NAC6,1930461787.0,0
CA02,0140105847,GORDON F co,,2020.0,2960627274.0,2020-04-08,20200408,20200408,20200418.0,CAD,RV,1.0,,3685.2,20200408.0,CA10,2960627274.0,1
U001,0200769623,WAL-MAR co,2019-05-09 00:00:00,2019.0,1929221972.0,2019-04-29,20190427,20190429,20190514.0,USD,RV,1.0,,1170.27,20190429.0,NAH4,1929221972.0,0
U001,200769623,WAL-MAR co,2019-03-18 00:00:00,2019.0,1928913601.0,2019-03-07,20190306,20190307,20190322.0,USD,RV,1.0,,23976.32,20190307.0,NAH4,1928913601.0,0
U001,0200756072,REINHA trust,2019-04-17 00:00:00,2019.0,1929061083.0,2019-04-02,20190401,20190402,20190417.0,USD,RV,1.0,,18828.87,20190402.0,NAA8,1929061083.0,0
U001,0200769623,WAL-MAR us,2019-12-23 00:00:00,2019.0,1930255968.0,2019-12-10,20191210,20191210,20191225.0,USD,RV,1.0,,720.78,20191210.0,NAH4,1930255968.0,0
U001,0200794332,COST in,2019-10-07 00:00:00,2019.0,1929908065.0,2019-09-21,20190921,20190921,20191006.0,USD,RV,1.0,,13091.11,20190921.0,NAAX,1929908065.0,0
U001,0200353024,DECA ,2020-03-02 00:00:00,2020.0,1930553179.0,2020-02-21,20200221,20200221,20200310.0,USD,RV,1.0,,28.32,20200216.0,NAM4,1930553179.0,0
U001,0200762301,C&S WH us,2020-02-14 00:00:00,2020.0,1930452932.0,2020-01-30,20200129,20200130,20200214.0,USD,RV,1.0,,19665.2,20200130.0,NAC6,1930452932.0,0
U001,0200744019,TARG foundation,,2020.0,1930648342.0,2020-03-15,20200314,20200315,20200330.0,USD,RV,1.0,,52123.3,20200315.0,NAA8,1930648342.0,1
CA02,0140104429,COSTCO corp,2019-05-09 00:00:00,2019.0,2960542647.0,2019-04-18,20190418,20190418,20190505.0,CAD,RV,1.0,,67034.28,20190425.0,CA10,2960542647.0,0
U001,0200769623,WAL-MAR systems,,2020.0,1930632791.0,2020-03-10,20200310,20200310,20200325.0,USD,RV,1.0,,14994.01,20200310.0,NAH4,1930632791.0,1
U001,0200769623,WAL-MAR llc,,2020.0,1930617194.0,2020-03-06,20200306,20200306,20200321.0,USD,RV,1.0,,36.06,20200306.0,NAH4,1930617194.0,1
U001,0200769623,WAL-MAR foundation,2019-05-28 00:00:00,2019.0,1929313381.0,2019-05-15,20190514,20190515,20190530.0,USD,RV,1.0,,13112.14,20190515.0,NAH4,1929313381.0,0
U001,200780383,MEIJ associates,2019-06-21 00:00:00,2019.0,1929436297.0,2019-06-05,20190605,20190605,20190620.0,USD,RV,1.0,,19997.78,20190605.0,NAA8,1929436297.0,0
U001,0200759878,SA llc,2020-03-06 00:00:00,2020.0,1930448984.0,2020-01-30,20200128,20200130,20200315.0,USD,RV,1.0,,124047.42,20200130.0,NAWP,1930448984.0,0
U001,0200148860,DOLLA llc,2019-09-25 00:00:00,2019.0,1929855149.0,2019-09-10,20190910,20190910,20190925.0,USD,RV,1.0,,99386.3,20190910.0,NAA8,1929855149.0,0
U001,0200726979,BJ'S  systems,2019-10-15 00:00:00,2019.0,1929927951.0,2019-09-27,20190926,20190927,20191012.0,USD,RV,1.0,,2211.63,20190927.0,NAA8,1929927951.0,0
U001,0200772595,SAFEW corporation,2019-04-29 00:00:00,2019.0,1928838009.0,2019-02-21,20190221,20190221,20190427.0,USD,RV,1.0,,2588.65,20190221.0,NAGD,1928838009.0,0
U001,0200772670,ASSOCIAT trust,2019-04-18 00:00:00,2019.0,1929071770.0,2019-04-02,20190402,20190402,20190417.0,USD,RV,1.0,,99608.36,20190402.0,NAU5,1929071770.0,0
U001,0200769623,WAL-MAR associates,2019-04-01 00:00:00,2019.0,1928977255.0,2019-03-19,20190316,20190319,20190403.0,USD,RV,1.0,,16982.59,20190319.0,NAH4,1928977255.0,0
U001,0200781803,JRD us,2019-07-15 00:00:00,2019.0,1929540585.0,2019-06-25,20190625,20190625,20190715.0,USD,RV,1.0,,1721.07,20190625.0,NAD1,1929540585.0,0
U001,0200744019,TARG ,2019-10-23 00:00:00,2019.0,1929970361.0,2019-10-06,20191005,20191006,20191021.0,USD,RV,1.0,,13533.21,20191006.0,NAA8,1929970361.0,0
U001,0200769623,WAL-MAR ,2019-10-15 00:00:00,2019.0,1929928863.0,2019-09-29,20190929,20190929,20191014.0,USD,RV,1.0,,3225.75,20190929.0,NAH4,1929928863.0,0
U001,0200719839,ASSOCI in,2019-11-04 00:00:00,2019.0,1929706222.0,2019-08-07,20190805,20190807,20191105.0,USD,RV,1.0,,1172.53,20190807.0,NAVR,1929706222.0,0
U001,0200794332,COST ,2019-04-12 00:00:00,2019.0,1929050378.0,2019-03-29,20190329,20190329,20190413.0,USD,RV,1.0,,32944.47,20190329.0,NAAX,1929050378.0,0
U001,0200761734,H E BUT trust,2019-11-27 00:00:00,2019.0,1930147567.0,2019-11-13,20191113,20191113,20191128.0,USD,RV,1.0,,11443.14,20191113.0,NAA8,1930147567.0,0
U001,0200966888,BIRD-I ,2020-01-25 00:00:00,2020.0,1930389805.0,2020-01-10,20200111,20200110,20200120.0,USD,RV,1.0,,4884.0,20200110.0,NA10,1930389805.0,0
U001,0200782001,GORDO ,2019-03-26 00:00:00,2019.0,1928923101.0,2019-03-07,20190307,20190307,20190322.0,USD,RV,1.0,,38182.86,20190307.0,NAA8,1928923101.0,0
CA02,0140118168,RONALD co,2019-05-31 00:00:00,2019.0,2960541584.0,2019-04-30,20190430,20190430,20190531.0,CAD,RV,1.0,,24960.0,20190501.0,CA30,2960541584.0,0
U001,0200418007,AM in,,2020.0,1930752243.0,2020-04-06,20200406,20200406,20200421.0,USD,RV,1.0,,25836.19,20200406.0,NAA8,1930752243.0,1
U001,0200331749,SYSC systems,2019-12-31 00:00:00,2019.0,1930267709.0,2019-12-12,20191211,20191212,20191227.0,USD,RV,1.0,,17710.21,20191212.0,NAA8,1930267709.0,0
U001,0200418007,AM systems,2019-02-26 00:00:00,2019.0,1928661972.0,2019-01-24,20190122,20190124,20190208.0,USD,RV,1.0,,7790.06,20190124.0,NAA8,1928661972.0,0
U001,0200772595,SAFEW us,2019-07-23 00:00:00,2019.0,1929581970.0,2019-07-06,20190706,20190706,20190721.0,USD,RV,1.0,,48577.93,20190706.0,NAA8,1929581970.0,0
U001,0200739006,AL foundation,,2020.0,1930768064.0,2020-04-15,20200409,20200415,20200430.0,USD,RV,1.0,,4309.05,20200415.0,NAA8,1930768064.0,1
U001,0200769623,WAL-MAR co,2019-02-19 00:00:00,2019.0,1928748491.0,2019-02-06,20190206,20190206,20190221.0,USD,RV,1.0,,316.8,20190206.0,NAH4,1928748491.0,0
U001,0100031704,DELHAIZE associates,,2020.0,1930789873.0,2020-04-15,20200416,20200415,20200430.0,USD,RV,1.0,,70181.07,20200415.0,NAA8,1930789873.0,1
U001,0200769623,WAL-MAR trust,,2020.0,1930705172.0,2020-03-28,20200326,20200328,20200412.0,USD,RV,1.0,,3403.8,20200328.0,NAH4,1930705172.0,1
U001,200020431,DEC ,2019-07-24 00:00:00,2019.0,1929640795.0,2019-07-19,20190719,20190719,20190723.0,USD,RV,1.0,,1867.12,20190716.0,NAM1,1929640795.0,0
U001,0200794332,COST systems,2020-03-06 00:00:00,2020.0,1930546685.0,2020-02-21,20200220,20200221,20200426.0,USD,RV,1.0,,1715.7,20200221.0,NAGD,1930546685.0,0
U001,0200900909,SYSCO ,2019-07-09 00:00:00,2019.0,1929498900.0,2019-06-19,20190616,20190619,20190704.0,USD,RV,1.0,,31309.71,20190619.0,NAA8,1929498900.0,0
U001,0200705742,DOT associates,2019-12-10 00:00:00,2019.0,1930189164.0,2019-11-25,20191124,20191125,20191229.0,USD,RV,1.0,,94490.93,20191125.0,NAAW,1930189164.0,0
U001,0200769623,WAL-MAR systems,2020-01-27 00:00:00,2020.0,1930401180.0,2020-01-15,20200115,20200115,20200130.0,USD,RV,1.0,,6663.09,20200115.0,NAH4,1930401180.0,0
